text,label,split
pt garuda indonesia persero tbk menjawab keluhan masyarakat soal harga tiket pesawat domestik mahal dengan memberi promo jakarta bali cuma rp juta direktur utama garuda indonesia irfan setiaputra mengatakan pihaknya memberikan harga khusus untuk rute rute tertentu misal untuk penerbangan ke bali yang didiskon sekitar rp ribu khusus keberangkatan minggu kita menurunkan harga tiket cukup dalam contoh bali itu selalu harga yankee class rp juta untuk ekonomi hari minggu kalau bapak ibu sekarang ke bali bisa rp juta satu sekali jalan katanya dalam rapat dengar pendapat dengan komisi vi dpr ri di jakarta pusat rabu advertisement scroll tapi continue with content pulangnya hari kamis rp juta hari lain tetap rp juta tambah irfan irfan mengatakan garuda indonesia tengah melakukan kampanye the best time tapi go tapi bali ia menyarankan waktu yang tepat untuk adalah berangkat minggu lalu pulang kamis selain memberikan harga spesial irfan mengatakan mereka yang ikut kampanye tersebut berhak atas diskon hotel kita juga lagi melakukan kerja sama dengan beberapa hotel untuk memberikan diskon khusus buat penumpang garuda yang datang ke bali hari minggu pulang kamis tuturnya bos garuda tersebut mengklaim promo ini hasil pembelajaran dari lebaran saat itu direktur niaga garuda adek r susardi dan jajaran mengusulkan inisiatif lebaran di jakarta usul ini muncul karena garuda melihat pada musim lebaran banyak penerbangan ke daerah sementara itu orang yang naik pesawat ke jakarta lebih sedikit pada musim lebaran khususnya menjelang idulfitri penerbangan kita seperti penerbangan haji menuju daerah penuh baliknya kosong pada saat selesai lebaran berangkatnya kosong pulangnya penuh inisiatif tim pak adek itu meningkatkan pendapatan kita hampir us juta dari sisi full profit ungkapnya kita memahami banyak pejabat menyampaikan bahwa harga tiket masih mahal kita memang awalnya tetap bertahan saya bilang selama bos saya langsung pak menteri menteri bumn erick thohir tidak meminta kita turunkan harga saya enggak mau dengar yang lain tapi ini kan juga suara masyarakat tandas irfan gambas video cnn,Positive,train
pesawat putar balik garuda indonesia stop sementara penerbangan ke doha suara com maskapai garuda indonesia menghentikan sementara penerbangan ke doha qatar menyusul penutupan ruang udara oleh otoritas penerbangan qatar keputusan ini imbas situasi geopolitik yang memanas di kawasan timur tengah setelah iran meluncurkan serangan rudal ke pangkalan militer amerika serikat yang berlokasi di qatar direktur niaga dan bisnis garuda indonesia adek r susardi menjelaskan bahwa penutupan ruang udara tersebut terjadi secara mendadak dan diberlakukan pada malam hari sehingga pesawat garuda yang tengah mengudara menuju doha terpaksa kembali ke indonesia ya kan airspace nya ditutup tadi malam kemarin kan sama qatar airspace ditutup tapi kita diinformasinya pesawat sudah terbang ujar adek saat ditemui di plaza mandiri jakarta selasa perbesar serangan iran ke pangkalan militer as di qatar kali adek menuturkan setelah menerima pemberitahuan resmi dari otoritas penerbangan qatar pihak garuda segera menginstruksikan kokpit untuk memutar balik pesawat yang sudah lepas landas menuju doha pesawat tersebut akhirnya mendarat di bandara kualanamu medan untuk pengisian bahan bakar sebelum kembali terbang ke jakarta karena sudah terbang yaudah dikasih tahu ke kokpit terus balik lagi deh pesawatnya terus balik tadi malam mendarat kualanamu di medan segala macam isi bensin baru dibawa ke jakarta kata adek garuda indonesia memutuskan untuk menghentikan operasional rute jakarta doha selama kurang lebih satu minggu selama periode penghentian sementara ini tim operasional garuda akan terus memantau perkembangan situasi keamanan di kawasan timur tengah khususnya terkait potensi pembukaan kembali ruang udara qatar baca juga akhirnya garuda indonesia dapat dana segar rp triliun dari danantara buat apa jadi kita saat ini kita memang akan melihat situasinya sementara kita akan stop dulu sekitar satu minggu sambil memperhatikan tetap ya jadi tim kita akan memonitor situasi segala macam pada saat itu dia dikatakan mungkin sudah lebih baik both side nya pasti kita akan terbang lagi imbuh adek sebelumnya iran melancarkan serangan rudal ke pangkalan militer amerika serikat yang berada di qatar pada senin juni setidaknya dalam serangan tersebut ada enam rudal yang ditembakkan dan ledakannya terdengar di doha korps garda revolusi islam irgc menerangkan serangan tersebut diarahkan ke al udeid ini merupakan salah satu pangkalan udara militer di barat daya doha qatar yang juga dikenal sebagai bandara abu nakhlah pangkalan ini menampung angkatan udara qatar angkatan udara amerika serikat usaf angkatan udara kerajaan inggris raf dan pasukan asing lainnya al udeid juga menjadi menjadi markas besar komando pusat as al udeid menampung markas besar komando pusat as dan ribuan personel amerika yang berfungsi sebagai apa yang disebut garda sebagai aset strategis terbesar tentara teroris amerika di kawasan asia barat fasilitas tersebut menjadi markas besar komando pusat as dan berfungsi sebagai pusat operasi amerika di seluruh kawasan termasuk misi di irak suriah dan afghanistan,Negative,train
tempo cowok jakarta maskapai nasional garuda indonesia sedang menjajaki pembelian pesawat boeing yang sebagian besar tipe boeing usai kesepakatan prabowo donaldtrump soal tarif impor pembelian puluhan pesawat ini sebagai bagian dari penyehatan keuangan dari rencana restrukturisasi sekaligus transformasi bisnis melalui penguatan armada dan optimalisasi sektor penerbangan dalam lima tahun ke depan baca berita dengan sedikit iklan klik di sini terkait perkembangan rencana ini direktur utama pt garuda indonesia persero tbk wamildan tsani panjaitan menegaskan pihaknya sedang dalam proses menjalin komunikasi dengan produsen amerika serikat boeing scroll ke bawah untuk melanjutkan membaca baca berita dengan sedikit iklan klik di sini perseroan dan boeing tengah melakukan komunikasi secara intensif kata wamildan dalam keterbukaan informasi bursa efek indonesia bei pada senin juli baca juga garuda indonesia rapat umum pemegang saham luar biasa oktober terkait pembiayaan dari pembelian unit pesawat boeing wamildan mengungkapkan jika pembelian ini tidak dilakukan secara kontan tetapi melalui skema pembiayaan jangka panjang ia menyebutkan garuda akan memanfaatkan kucuran dana dari badan pengelola investasi daya anagata nusantara bpi danantara sebesar rp triliun dan dana internal wamildan menjelaskan alokasi dana untuk pembelian puluhan pesawat itu telah disetujui menteri badan usaha milik negara bumn erick thohir dan rapat umum pemegang saham luar biasa rupslb pada senin juni lalu selain itu ia juga mengungkapkan jika perseroan saat ini secara bersamaan tengah menjalin komunikasi dengan para pihak pemberi dana sebagai informasi menteri koordinator menko bidang perekonomian airlangga hartarto pada senin juli mengatakan proses negosiasi antara garuda indonesia dan boeing masih berjalan dalam skema business tapi business b b dalam kesempatan yang berbeda sekretaris kemenko bidang perekonomian susiwijono moegiarso juga menyampaikan jika garuda indonesia dan boeing belum menandatangani nota kesepahaman atau memorandum of understanding mou seri boeing yang masih digunakan selain boeing berdasarkan laman resmi boeing com beberapa seri pesawat boeing yang masih digunakan antara lain boeing seri ini merupakan yang paling laris dan sudah digunakan sejak an terdapat variasi terbaru pada seri boeing yakni next generation ng dan max variasi terbaru ini dirancang untuk digunakan dalam penerbangan jangka pendek dan menengah boeing dikenal dengan julukan queen of the skies pesawat boeing merupakan pesawat berbadan lebar pertama dengan dua lorong yang memungkinkan penerbangan jauh dengan lebih cepat serta dengan harga yang lebih terjangkau sejak mulai diproduksi pada dan pengujian terbang pertama pada boeing telah menjual unit kepada lebih dari pelanggan mencatatkan lebih dari juta jam terbang dan hampir juta siklus penerbangan boeing seri ini merupakan pesawat kargo yang masih banyak diminati pasar karena menawarkan efisiensi operasional dan konfigurasi muatan yang optimal boeing dreamliner,Positive,train
jakarta kompas tv seorang penumpang maskapai garuda indonesia michael tjendara diduga kehilangan ponsel atau handphone hp merek iphone saat melakukan penerbangan dari jakarta menuju melbourne pada jumat pekan lalu pihak garuda indonesia pun telah buka suara terkait laporan kehilangan ponsel milik penumpang tersebut direktur niaga garuda indonesia adek r susardi menyebut pihaknya sedang melakukan investigasi baca juga garuda indonesia tanggapi isu grounded pesawat karena kesulitan bayar biaya perawatan garuda indonesia saat ini melakukan investigasi secara menyeluruh bersama pemangku kepentingan terkait untuk mendukung proses pelaporan tersebut kata adek dalam keterangannya senin hal ini termasuk dengan melakukan identifikasi kronologis kejadian terhadap awak kabin yang bertugas imbuhnya mengutip laporan jurnalis kompastv ia pun memastikan seluruh awak pesawat yang bertugas telah menjalankan prosedur standar operasional dan keamanan penerbangan saat menerima laporan kehilangan ponsel tersebut hal ini termasuk dengan segera merespon laporan kehilangan dan berkoordinasi kepada otoritas bandara setempat yang dilanjutkan dengan proses pencarian yang melibatkan petugas terkait di bandara tersebut tegasnya meski demikian ia menyatakan garuda indonesia menyesalkan adanya kejadian kehilangan ponsel penumpang di dalam pesawat garuda indonesia menyesalkan kejadian tersebut dan memohon maaf atas ketidaknyamanan yang dialami oleh penumpang tersebut ungkapnya kejadian hilangnya ponsel di pesawat garuda juga dikonfirmasi michael tjendara dalam dialog kompas petang kompas tv senin ia mengatakan kejadian itu bermula saat dirinya bersama istri dan anaknya naik garuda enggak dari jakarta menunju melbourne pada juni menurut penuturannya ponselnya disimpan di kantong kursi nomor ada saat lepas landas dan ia pindah duduk ke kursi nomor e untuk beristirahat saat dirinya hendak keluar dari pesawat dan mengecek kantong kursi dirinya tidak menemukan ponsel miliknya ia menuturkan usai menyadari ponsel miliknya hilang dirinya sempat melaporkan hal tersebut ke kru pesawat saya melaporkan ke kru dan dari kru tidak bisa menghentikan penumpang keluar dari pesawat karena akan dibersihkan kita tidak bisa mencari hp nya dimana ucap michael ia pun kemudian mencari ponselnya melalui fitur find my iphone setelah dilacak hp tersebut sempat terlihat berada di kawasan riverside quay southbank yang mana lokasi tersebut ialah hotel mercure southbank michael kemudian mendatangi hotel tersebut untuk mencari ponsel miliknya dan mendapati hotel itu berisi kru garuda ketika saya tiba di sana saya langsung ke resepsionis saya menceritakan kronologis yang terjadi dan ada seorang perempuan stafnya dibilang ada kru garuda dikonfirmasi dengan manajernya di dalam jelasnya cerita kehilangan iphone di pesawat garuda ini juga disampaikan michael dalam akun instagram miliknya michaeltjendara dan viral di media sosial dalam akun tersebut ia mengatakan semua bukti lokasi menunjukkan iphone nya berpindah ke hotel tempat crew enggak menginap yang kemudian ponsel miliknya dibuang ke sungai baca juga garuda indonesia buka suara soal penumpang pria merokok elektrik di pesawat bagikan perspektif anda sumbangkan wawasan dari keahlian anda dan berkontribusilah dalam memperkaya pemahaman pembaca kami sumber kompas tv gabung ke channel whatsapp kompastv untuk update berita terbaru dan terpercaya,Negative,train
garuda indonesia group menyiapkan sebanyak juta kursi penerbangan saat arus mudik idulfitri hijriah seluruh kursi penerbangan merupakan rute domestik dan internasional adek r susardi direktur niaga garuda indonesia menjelaskan jumlah kursi tersebut terdiri dari juta kursi yang dilayani melalui sedikitnya penerbangan untuk garuda indonesia sementara untuk armada citilink dengan sedikitnya frekuensi penerbangan tersedia ribu kursi kapasitas produksi yang disiapkan oleh garuda indonesia group tahun ini menjadi yang paling tertinggi sejak tiga tahun terakhir baca juga garuda indonesia turunkan harga tiket pesawat mudik lebaran untuk mengoptimalkan operasional penerbangan selama periode peak season lebaran garuda indonesia group turut merencanakan penambahan extra flight sebanyak penerbangan secara terperinci yakni penerbangan garuda indonesia dan penerbangan citilink guna memenuhi kebutuhan pada rute rute dengan keterisian yang tinggi kami memahami bahwa idulfitri merupakan momen yang telah ditunggu tunggu oleh masyarakat untuk berkumpul bersama keluarga dan kerabat maupun berlibur dengan orang terdekat karena itu kami akan memastikan kesiapan operasional penerbangan utamanya untuk mengoptimalkan aksesibilitas transportasi udara kata adek dalam konferensi pers kamis baca juga garuda indonesia tawarkan tiket umrah dan haji plus mulai rp jutaan menurutnya pada periode liburan lebaran tahun ini garuda indonesia group turut memproyeksikan adanya pertumbuhan jumlah penumpang dibandingkan dengan peak season lebaran pada tahun sebelumnya perusahaan mempersiapkan sedikitnya armada melalui pesawat garuda indonesia yang terdiri dari tujuh pesawat wide body boeing b er pesawat wide body airbus a series dan pesawat narrow body boeing b ng sementara itu citilink akan menyiapkan sedikitnya armada a ceo neo dan tiga armada atr adapun puncak arus mudik tahun diperkirakan akan terjadi pada maret sementara untuk puncak arus balik pada april optimalisasi kapasitas penerbangan tersebut nantinya akan difokuskan di sejumlah rute yang memiliki demand yang tinggi seperti jakarta tanjung karang jakarta pangkalpinang jakarta padang dan yogyakarta denpasar untuk rute domestik sedangkan rute internasional yakni jakarta jeddah jakarta madinah jakarta doha sydney denpasar denpasar narita pp editor muhammad perkasa al hafiz,Positive,train
jakarta kompas tv pt garuda indonesia persero tengah melakukan investigasi terkait laporan kehilangan ponsel atau handphone hp milik salah satu penumpang saat melakukan penerbangan rute jakarta melborne direktur niaga garuda indonesia adek r susardi mengatakan awak kabin yang bertugas saat kejadian kehilangan ponsel tersebut telah dibebastugaskan sementara hal itu kata ia dilakukan demi kepentingan inveastigasi yang dilakukan pihaknya demi kelancaran proses investigasi seluruh awak kabin yang bertugas telah dibebastugaskan untuk sementara waktu dari tugas penerbangan kata adek dalam keterangannya senin baca juga soal hp penumpang hilang di pesawat garuda indonesia lakukan investigasi menyeluruh ia pun memastikan saat menerima laporan kehilangan seluruh awak pesawat yang bertugas telah menjalankan prosedur standar operasional dan keamanan penerbangan adapun yang dimaksud awak pesawat dengan segera merespon laporan kehilangan dan berkoordinasi kepada otoritas bandara setempat yang dilanjutkan dengan proses pencarian yang melibatkan petugas terkait di bandara tersebut ucapnya seperti yang dilaporkan jurnalis kompastv zefanya situmean diberitakan sebelumnya michael tjendara penumpang garuda indonesia nomor penerbangan enggak jakarta melbourne mengaku hp merek iphone miliknya hilang di pesawat pada juni michael mengaku kehilangan telepon genggam yang disimpan di kantong kursi saat berada di dalam pesawat ia menyadari ponselnya hilang saat pesawat mendarat di melbourne australia kemudian saya melaporkan ke kru dan dari kru tidak bisa menghentikan penumpang keluar dari pesawat karena akan dibersihkan kita tidak bisa mencari hp nya dimana jelas michael dalam dialog kompas petang kompas tv senin ia pun telah melaporkan kejadian itu ke bagian lost and found garuda indonesia di melbourne baca juga garuda indonesia tanggapi isu grounded pesawat karena kesulitan bayar biaya perawatan selain itu korban turut melakukan pencarian melalui program find my iphone terdeteksi ponsel miliknya sempat berada di sebuah hotel di kawasan southbank ia kemudian mendatangi hotel tersebut dan mendapatkan keterangan dari pihak hotel bahwa hari itu hanya ada kru garuda enggak yang menginap beberapa waktu kemudian korban mendeteksi ponsel miliknya berada di sungai kejadian tersebut juga diceritakan michael dalam akun instagram miliknya michaeltjendara dan viral di media sosial bagikan perspektif anda sumbangkan wawasan dari keahlian anda dan berkontribusilah dalam memperkaya pemahaman pembaca kami sumber kompas tv gabung ke channel whatsapp kompastv untuk update berita terbaru dan terpercaya,Negative,train
garuda indonesia group mempersiapkan sedikitnya juta kursi penerbangan untuk mendukung mobilisasi masyarakat melalui transportasi udara selama musim libur lebaran berlangsung baik untuk rute domestik maupun rute internasional jumlah kursi penerbangan yang disiapkan oleh garuda indonesia group tahun ini menjadi yang paling tinggi sejak tiga tahun terakhir jumlah kursi tersebut terdiri dari kursi yang dilayani melalui sedikitnya penerbangan untuk garuda indonesia dengan mengoperasikan pesawat yang terdiri atas pesawat wide body boeing b er pesawat wide body airbus a series dan pesawat narrow body boeing b ng scroll tapi continue with content sementara itu citilink mempersiapkan kursi yang dilayani melalui sedikitnya frekuensi penerbangan dengan mengoperasikan armada a dan armada atr adapun untuk mengoptimalkan operasional penerbangan selama periode peak season lebaran garuda indonesia group turut merencanakan penambahan extra flight sebanyak penerbangan yakni penerbangan garuda indonesia dan penerbangan citilink guna memenuhi kebutuhan pada rute rute dengan keterisian yang tinggi advertisement direktur niaga garuda indonesia adek r susardi mengungkapkan bahwa kesiapan layanan penerbangan yang dihadirkan oleh garuda indonesia group khususnya dalam aspek safety kesiapan armada hingga ketersediaan jumlah kursi tersebut juga mencerminkan konsistensi pertumbuhan alat produksi garuda indonesia group setiap tahunnya selaras dengan meningkatnya demand moda transportasi udara kami memahami bahwa idulfitri merupakan momen yang telah ditunggu tunggu oleh masyarakat untuk berkumpul bersama keluarga dan kerabat maupun berlibur dengan orang terdekat karena itu garuda indonesia sebagai national flag carrier bersama anak usahanya citilink dan gmf aeroasia berkomitmen untuk memastikan kesiapan operasional penerbangan utamanya untuk mengoptimalkan aksesibilitas transportasi udara bagi masyarakat dapat tersedia secara optimal sepanjang momentum libur idulfitri ini ungkap adek rabu pada periode liburan lebaran tahun ini garuda indonesia group turut memproyeksikan adanya pertumbuhan jumlah penumpang sedikitnya dibandingkan dengan peak season lebaran pada tahun sebelumnya adapun puncak arus mudik diperkirakan akan terjadi pada tanggal maret sementara untuk puncak arus balik di tanggal april garuda juga menyiapkan layanan inflight catering dalam mendukung operasional penerbangan selama periode peak season libur lebaran h yang berlangsung mulai maret hingga april mendatang adapun kesiapan tersebut dilaksanakan dengan memastikan kebutuhan inflight catering baik untuk mendukung operasional garuda indonesia group dapat tersedia secara optimal selama periode peak season libur lebaran h maret april aerofood acs mencatatkan rata rata produksi sedikitnya ribu penyajian inflight meals setiap harinya adapun jumlah inflight meals tersebut meningkat sedikitnya dibandingkan periode libur lebaran tahun h sebelumnya dengan rata rata produksi inflight meals setiap harinya direktur operasi aerofood acs yanti herlina r siregar mengatakan bahwa selama periode libur lebaran tersebut aerofood acs menghadirkan berbagai hidangan khas lebaran seperti lontong sayur opor ayam dan rendang selain itu aerofood acs juga menghadirkan cita rasa yang otentik dalam perpaduan sajian kurma dan aneka hidangan timur tengah untuk pelanggan dari maskapai penerbangan asing aerofood acs terus mengoptimalkan kesiapan operasionalnya untuk memastikan pelayanan yang berkualitas dan memenuhi prosedur keamanan pangan dengan standar internasional adapun kesiapan ini dilaksanakan mulai dari kesiapan operasional logistik bahan baku mesin dan peralatan inflight material kesiapan sumber daya manusia mulai dari chef dan staf profesional hingga peralatan pendukung operasional siap beroperasi dalam kondisi prima tambah yanti dengan dukungan penuh dari seluruh tim operasional dan pihak terkait kami optimis layanan kami akan berjalan lancar dan optimal sepanjang peak season lebaran ini kami berkomitmen untuk memastikan setiap pelanggan dapat menikmati sajian berkualitas premium menghadirkan cita rasa istimewa di tengah momen lebaran yang penuh kebahagiaan tambah yanti,Positive,train
palembang idn times promo tiket pesawat garuda indonesia kembali hadir dari penerbangan bandara sultan mahmud badaruddin smb ii palembang promo tersebut berlaku hingga juli bagi calon penumpang yang memesan tiket dari periode juli promo tersebut merupakan kerjasama antara garuda indonesia dengan bank mandiri dalam rangkaian program sales office travel fair sotf tak hanya untuk tiket domestik promo harga tersebut juga berlaku untuk internasional,Positive,train
pt garuda indonesia persero tbk diproyeksikan mengoperasikan sekitar pesawat terbang dalam lima tahun ke depan atau pada direktur utama garuda indonesia wamildan tsani optimistis target tersebut dapat tercapai dengan dukungan awal pinjaman pemegang saham shareholder loan senilai rp triliun dari danantara indonesia garuda indonesia memproyeksikan akan mengoperasikan total sekitar pesawat hingga tahun ke depan ujar wamildan di jakarta selasa ia juga memproyeksikan tahun akan menjadi titik balik bagi garuda indonesia setelah mendapat dukungan pembiayaan dari danantara lebih lanjut kata wamildan garuda indonesia optimistis langkah strategis ini akan membukukan pendapatan positif bagi perseroan langkah ini dirancang untuk mengukuhkan posisi maskapai sebagai pemain utama di transportasi udara selain itu kemitraan dengan danantara akan mendorong percepatan akselerasi kinerja garuda indonesia sebagai nasional flag carrier yang kuat dan berdaya saing tinggi kemitraan dengan danantara juga akan memastikan agar garuda indonesia dapat memberikan kontribusi terbaiknya dalam pembangunan ekonomi yang inklusif dan berkelanjutan langkah penguatan yang didukung danantara berfokus pada akselerasi kinerja dan ekspansi jaringan untuk memperkuat daya saing dan optimalisasi alat produksi kami optimistis kita akan membukukan net income yang positif dan ini menjadi bagian dari peningkatan dan optimasi dari operasional perusahaan katanya wamildan menekankan bahwa kemitraan strategis ini telah disiapkan berdasarkan kajian yang mendalam dan menyeluruh dengan mengedepankan prinsip tata kelola yang baik termasuk dengan memperhatikan aspek aspek transparansi dan akuntabilitas,Positive,train
jakarta cnbc indonesia salah satu penerbangan pesawat garuda indonesia giaa dibatalkan setelah mengalami masalah teknis pada tangki bahan bakar fuel di bandara internasional seokarno hatta sabtu insiden tersebut ramai di media sosial setelah diunggah oleh penyanyi kunto aji melalui akun kali twitter kuntoajiw dalam video yang dibagikan terlihat bahan bakar avtur keluar dari tangki yang berada di bagian sayap pesawat nyawa gue baru saja diselamatkan alhamdulillah masih ada umur ketahuan puter balik gajadi terbang seram banget ini kata kunto aji direkur utama garuda indonesia irfan setiaputra membenarkan insiden tersebut irfan menyebut bahwa penerbangan tersebut merupakan enggak rute jakarta pekanbaru dengan jadwal keberangkatan dari bandara internasional soekarno hatta pukul wib dan dijadwalkan tiba di bandara internasional sultan syarif kasim ii pukul wib yang terbang dengan menggunakan armada pakai gfw sehubungan dengan adanya video yang beredar di media sosial terkait salah satu armada garuda indonesia yang mengalami tumpahan luapan bahan bakar avtur di salah satu sisi bagian pesawat dapat kami sampaikan bahwa penerbangan tersebut merupakan enggak rute jakarta pekanbaru sebut irfan lewat keterangan resmi irfan menambahkan bahwa insiden tangki bocor tersebut diketahui oleh pilot ini command pic pada saat sedang melakukan prosedur rutin verifikasi jumlah isian avtur di dalam pesawat sebagai bagian dari kesiapan akhir awak pesawat sebelum melakukan proses take off prosedur tersebut merupakan bagian dari manual tatalaksana safety sebelum pesawat lepas landas setelah mengetahui adanya temuan tersebut yang juga didukung oleh laporan visual dari salah satu penumpang maka dengan mengedepankan fokus aspek keselamatan dan safety pic segera mengambil keputusan untuk pesawat return tapi apron rta guna melakukan inspeksi secara menyeluruh terkait temuan indikasi tumpahan luapan bahan bakar tersebut tambah irfan adapun saat ini para penumpang enggak yang berjumlah orang telah diterbangkan kembali dengan pesawat pengganti pakai gmm pada pukul wib dan dijadwalkan akan tiba pada pukul wib,Negative,train
kompas com maskapai penerbangan garuda indonesia mengalami sejumlah insiden pada pesawat yang mereka operasionalkan sepanjang musim haji insiden tersebut mulai dari penerbangan delay putar balik saat terbang hingga mesin pesawat yang terbakar atau rusak terbaru pesawat garuda putar balik ke solo jawa tengah saat terbang menuju jeddah arab saudi karena masalah teknis pada selasa lantas apa saja insiden pesawat garuda indonesia selama musim haji baca juga pesawat israel mendarat darurat di turkiye ditolak isi bahan bakar sederet insiden garuda indonesia pada musim haji berikut rincian insiden atau masalah pada pesawat garuda indonesia saat musim haji mulai dari yang terbaru putar balik saat menuju jeddah karena masalah teknis pesawat garuda indonesia dengan nomor penerbangan enggak putar balik atau return tapi base rtb menuju solo jawa tengah saat terbang menuju jeddah pada selasa hal tersebut terjadi karena pesawat mengalami masalah teknis ketika akan kembali ke jeddah untuk menjemput jemaah haji di arab saudi adapun pesawat tersebut berangkat dari bandara adi soemarmo solo pada pukul wib namun mendarat kembali di solo pada pukul wib meski demikian pesawat tersebut dalam kondisi kosong ketika menuju arab saudi usai mengantar kepulangan jemaah haji debarkasi solo kloter dari kabupaten pekalongan dan kota tegal posisi saat ini selasa juli pesawat sudah mendarat dengan selamat kru dan pesawat dalam keadaan aman saat ini sedang dalam penanganan tutur general manager bandara adi soemarmo erick rofiq nurdin dikutip dari kompas com selasa baca juga ada masalah tekanan udara pesawat malaysia airlines tujuan bangkok putar balik penerbangan delay hingga jam penerbangan garuda indonesia pernah mengalami kendala lain saat mengangkut jemaah haji kloter embarkasi kualanamu pulang ke indonesia penerbangan tersebut mengalami delay selama jam pada selasa seharusnya pesawat itu terbang pada pukul waktu arab saudi padahal jemaah haji sudah dalam perjalanan menuju bandara amir muhammad bin abdul aziz madinah alhasil bus kembali lagi ke hotel tempat para jemaah haji menginap hal ini pun memicu kekecewaan para jemaah haji kami menyayangkan keterlambatan yang dialami jemaah kno dan kami berharap garuda indonesia agar profesional melakukan perbaikan layanan agar masalah penerbangan jemaah haji indonesia tidak terjadi lagi ucap kepala daerah kerja madinah ali machzumi dilansir dari kompas com rabu mengingat pelayanan kepada jemaah haji sudah kita upayakan semaksimal mungkin jangan malah timbul persoalan saat kepulangan jemaah sambungnya meski demikian tidak disebutkan alasan atau penyebab penerbangan tersebut mengalami delay penerbangan delay selama jam dok garuda indonesia ilustrasi pesawat garuda indonesia ilustrasi pesawat garuda indonesia di hari yang sama jemaah haji asal embarkasi kualanamu kloter berbeda juga harus mengalami delay saat akan pulang ke indonesia peristiwa ini menimpa jemaah haji kloter embarkasi kualanamu pada selasa pesawat yang mereka tumpangi mengalami delay selama jam seharusnya penerbangan tersebut berangkat pukul waktu arab saudi dari bandara amir muhammad bin abdul aziz madinah saat itu para jemaah haji sudah tiba di bandara namun garuda indonesia mengubah jadwal penerbangan menjadi pukul waktu arab saudi perubahan jadwal terjadi sebanyak tiga kali perubahan kedua pukul waktu arab saudi dan kemudian kembali berubah menjadi pukul waktu arab saudi kalau dihitung keterlambatan keberangkatan terjadi dari sampai was ada delay jam menit garuda indonesia tidak memberikan kompensasi apa pun kepada jemaah haji ujar direktur layanan haji dalam negeri saiful mujab dikutip dari kompas com ia menyebutkan garuda indonesia beralasan delay tersebut terjadi karena adanya larangan terbang disebabkan suhu panas pada runway bandara madinah garuda indonesia juga beralasan delay itu karena adanya pengecekan bodi pesawat yang penyok saat mendarat di madinah baca juga kronologi pesawat korean airlines tujuan taiwan terjun bebas meter ac pesawat mati penerbangan delay jam penerbangan garuda indonesia yang membawa jemaah haji kloter embarkasi makassar sulawesi selatan menuju arab saudi mengalami delay jam pada jumat kabid penyelenggara haji dan umrah kanwil kemenag sulsel ikbal ismail mengatakan bahwa jika sesuai jadwal pesawat lepas landas dari bandara sultan hasanuddin makassar pada pukul wita dari laporan yang kami terima dan melihat langsung di lapangan kloter ini delay sampai jam kata ikbal dilansir dari kompas com saat itu para jemaah haji sudah naik ke pesawat namun pilot menyampaikan bahwa ada masalah pada ac yang tidak menyala sehingga jemaah calon haji kloter embarkasi makassar tersebut diminta turun dari pesawat karena akan dilakukan perbaikan dan penggantian alat ac yang rusak pada pukul wita pesawat tersebut kemudian berhasil lepas landas dari bandara sultan hasanuddin menuju arab saudi mesin pesawat rusak penerbangan delay jam mesin pesawat garuda indonesia sempat rusak hingga jemaah haji kloter embarkasi solo harus menerima kenyataan bahwa penerbangannya menuju arab saudi terlambat selama kurang lebih jam kamis penerbangan itu seharusnya berangkat pukul wib saat itu posisi jemaah haji sudah berada di lokasi fast track bandara adi soemarmo solo karena pesawat mengalami kerusakan mesin dan diperkirakan perbaikannya lama maka jemaah dikembalikan ke asrama haji kita tegur keras ke garuda saya mendapat laporan bahwa jemaah haji soc marah besar dan kecewa dengan layanan garuda indonesia delay sampai empat jam tutur sekjen kemenag sama ali ramdhani dikutip dari kompas com ia menambahkan delay itu kemudian memunculkan efek domino yang menyebabkan keberangkatan kloter embarkasi solo juga terlambat hingga sekitar jam seharusnya kata ramdhani penerbangan kloter berangkat pukul wib kamis baca juga mesin terbakar pesawat virgin australia mendarat darurat usai diserang kawanan burung mesin terbakar pesawat putar balik ke bandara asal pada rabu mesin pesawat garuda indonesia yang mengangkut jemaah calon haji kloter embarkasi makassar terbakar usai lepas landas pada wita pesawat garuda tersebut mengalami kerusakan mesin sehingga mengeluarkan percikan api di bagian sayapnya usai berputar putar di udara akhirnya pesawat itu bisa kembali mendarat dengan selamat di bandara sultan hasanuddin makassar setelah dipastikan semua penumpang selamat jemaah calon haji dikembalikan ke asrama haji makassar selanjutnya jemaah kembali diterbangkan ke madinah dengan pesawat pengganti tepat pukul wita dari bandara yang sama meski keberangkatan sempat tertunda akibat pesawat yang rusak namun jemaah mengapresiasi layanan yang diberikan para petugas alhamdulillah terlayani dengan baik petugas baik makanan berlebih kata salah satu jemaah haji abdussalam dilansir dari kompas com baca juga penerbangan delay berjam jam penumpang qatar airways terjebak dalam pesawat dengan ac mati sumber kompas com labib zamani khairina singgih wiryono darsil yahya sama editor robertus belarminus krisiandi ardito ramadhan ihsanuddin mahardini nur afifah,Negative,train
